rule_0,36.230.166.13
rule_86745,64.58.157.23
rule_86746,146.115.117.56
rule_86747,98.229.50.240
rule_86748,29.98.109.200
rule_86749,127.131.43.4
rule_86750,87.43.53.18
rule_86751,30.175.116.232
rule_86752,90.154.100.25
rule_86753,190.8.59.232
rule_86754,13.169.72.205
rule_86755,52.186.108.51
rule_86756,173.75.227.141
rule_86757,115.206.251.202
rule_86758,164.237.15.202
rule_86759,64.174.181.105
rule_86760,80.32.211.4
rule_86761,12.210.254.141
rule_86762,116.229.228.71
rule_86763,177.204.168.81
rule_86764,141.32.143.251
rule_86765,120.5.5.207
rule_86766,94.71.19.196
rule_86767,44.251.163.145
rule_86768,47.93.29.210
rule_86769,53.96.148.228
rule_86770,60.198.69.73
rule_86771,35.204.192.127
rule_86772,74.75.206.130
rule_86773,68.17.148.208
rule_86774,12.61.229.182
rule_86775,93.154.32.164
rule_86776,84.95.86.80
rule_86777,100.133.82.102
rule_86778,109.252.48.97
rule_86779,21.103.226.221
rule_86780,111.251.104.184
rule_86781,142.132.82.184
rule_86782,141.21.1.253
rule_86783,177.71.137.135
rule_86784,128.247.192.19
rule_86785,171.128.132.246
rule_86786,41.97.118.76
rule_86787,125.99.23.163
rule_86788,10.27.31.81
rule_86789,162.185.138.122
rule_86790,128.178.141.27
rule_86791,40.88.80.152
rule_86792,153.174.75.1
rule_86793,59.129.39.250
rule_86794,118.33.103.241
rule_86795,97.167.92.24
rule_86796,86.99.19.190
rule_86797,104.24.55.63
rule_86798,134.170.241.62
rule_86799,62.187.69.186
rule_86800,59.183.202.241
rule_86801,94.87.23.99
rule_86802,90.116.113.58
rule_86803,81.230.216.110
rule_86804,63.71.230.88
rule_86805,63.224.197.175
rule_86806,119.38.103.211
rule_86807,46.188.154.6
rule_86808,102.234.254.117
rule_86809,71.14.10.170
rule_86810,95.243.1.106
rule_86811,126.229.153.85
rule_86812,76.194.166.13
rule_86813,90.47.77.124
rule_86814,51.42.131.146
rule_86815,30.167.178.239
rule_86816,21.193.122.160
rule_86817,60.196.21.139
rule_86818,129.41.191.97
rule_86819,114.215.13.149
rule_86820,81.20.26.250
rule_86821,188.19.16.40
rule_86822,90.149.138.229
rule_86823,118.207.234.35
rule_86824,20.8.62.151
rule_86825,185.16.93.171
rule_86826,183.76.110.161
rule_86827,161.19.251.59
rule_86828,44.230.171.16
rule_86829,160.42.204.221
rule_86830,178.112.49.184
rule_86831,189.108.234.160
rule_86832,58.50.105.45
rule_86833,17.64.207.102
rule_86834,35.140.122.41
rule_86835,121.178.51.191
rule_86836,30.64.227.165
rule_86837,20.215.148.253
rule_86838,163.8.86.53
rule_86839,83.157.64.249
rule_86840,31.114.118.31
rule_86841,53.87.186.248
rule_86842,17.113.95.131
rule_86843,12.55.232.60
rule_86844,83.145.67.62
rule_86845,58.97.216.194
rule_86846,93.223.150.219
rule_86847,12.70.146.250
rule_86848,171.16.77.101
rule_86849,59.213.113.62
rule_86850,57.160.91.153
rule_86851,105.224.163.100
rule_86852,180.120.17.194
rule_86853,142.213.81.14
rule_86854,133.127.62.220
rule_86855,14.202.200.170
rule_86856,63.13.116.59
rule_86857,104.106.154.167
rule_86858,92.80.218.81
rule_86859,89.141.44.75
rule_86860,21.22.67.102
rule_86861,82.136.78.91
rule_86862,108.16.104.68
rule_86863,137.34.57.96
rule_86864,129.241.2.84
rule_86865,83.152.182.59
rule_86866,122.92.6.83
rule_86867,147.173.109.244
rule_86868,43.121.23.149
rule_86869,154.132.17.96
rule_86870,160.145.125.167
rule_86871,23.30.221.235
rule_86872,113.4.7.170
rule_86873,71.138.162.232
rule_86874,191.72.240.124
rule_86875,181.199.164.16
rule_86876,130.199.231.171
rule_86877,187.140.77.7
rule_86878,167.4.171.20
rule_86879,50.60.59.223
rule_86880,77.161.31.201
rule_86881,163.240.180.195
rule_86882,41.217.183.55
rule_86883,59.59.153.45
rule_86884,112.147.134.175
rule_86885,50.36.55.126
rule_86886,156.138.40.227
rule_86887,165.68.72.218
rule_86888,129.227.188.71
rule_86889,107.94.152.115
rule_86890,25.122.196.63
rule_86891,145.201.72.129
rule_86892,25.253.96.100
rule_86893,20.146.221.236
rule_86894,156.74.109.143
rule_86895,100.245.88.68
rule_86896,138.44.154.247
rule_86897,24.229.227.33
rule_86898,105.78.191.48
rule_86899,14.149.191.67
rule_86900,167.186.34.93
rule_86901,60.239.83.164
rule_86902,76.211.204.89
rule_86903,152.97.110.211
rule_86904,160.25.161.148
rule_86905,23.25.66.184
rule_86906,119.241.68.124
rule_86907,190.44.109.237
rule_86908,166.62.249.19
rule_86909,109.193.57.220
rule_86910,136.159.89.161
rule_86911,151.153.100.41
rule_86912,95.138.81.215
rule_86913,133.168.144.80
rule_86914,149.83.134.70
rule_86915,99.226.204.246
rule_86916,116.111.2.120
rule_86917,113.107.146.33
rule_86918,171.207.192.243
rule_86919,108.213.172.222
rule_86920,143.102.228.20
rule_86921,27.224.147.87
rule_86922,31.184.197.76
rule_86923,59.121.128.254
rule_86924,19.105.228.132
rule_86925,108.50.51.150
rule_86926,77.196.97.6
rule_86927,191.16.136.165
rule_86928,94.66.223.164
rule_86929,54.139.106.9
rule_86930,33.239.69.112
rule_86931,151.140.32.51
rule_86932,77.12.161.62
rule_86933,190.199.56.88
rule_86934,175.203.15.33
rule_86935,128.70.208.110
rule_86936,178.60.4.174
rule_86937,86.33.197.130
rule_86938,44.52.84.254
rule_86939,99.118.9.112
rule_86940,189.51.191.240
rule_86941,179.47.204.81
rule_86942,48.187.74.81
rule_86943,46.116.253.29
rule_86944,125.48.128.99
rule_86945,20.131.141.184
rule_86946,152.138.134.197
rule_86947,129.23.146.222
rule_86948,188.240.63.8
rule_86949,58.89.128.56
rule_86950,141.152.33.161
rule_86951,164.218.42.168
rule_86952,52.138.201.37
rule_86953,93.145.48.153
rule_86954,59.226.186.8
rule_86955,172.60.188.52
rule_86956,107.100.122.17
rule_86957,112.107.227.207
rule_86958,101.71.82.163
rule_86959,75.136.204.188
rule_86960,109.151.230.135
rule_86961,56.205.246.123
rule_86962,29.91.8.42
rule_86963,60.102.32.170
rule_86964,42.201.145.197
rule_86965,107.216.19.96
rule_86966,65.188.223.47
rule_86967,112.230.196.243
rule_86968,74.223.140.111
rule_86969,34.242.80.184
rule_86970,34.77.130.165
rule_86971,119.22.158.55
rule_86972,29.219.77.119
rule_86973,41.158.77.47
rule_86974,140.103.213.216
rule_86975,78.60.222.11
rule_86976,16.253.166.119
rule_86977,155.174.108.167
rule_86978,90.151.30.39
rule_86979,110.97.239.141
rule_86980,169.47.227.61
rule_86981,154.223.169.200
rule_86982,149.200.110.96
rule_86983,43.196.137.146
rule_86984,129.38.201.67
rule_86985,56.228.34.251
rule_86986,152.254.38.223
rule_86987,76.75.185.248
rule_86988,119.192.85.75
rule_86989,40.171.248.96
rule_86990,33.90.114.180
rule_86991,25.149.54.61
rule_86992,104.101.140.6
rule_86993,42.107.139.31
rule_86994,57.58.213.102
rule_86995,67.46.226.162
rule_86996,71.156.13.232
rule_86997,36.184.36.54
rule_86998,162.56.98.9
rule_86999,125.106.250.113
rule_87000,18.228.142.155
rule_87001,120.36.18.213
rule_87002,28.246.147.132
rule_87003,79.27.213.79
rule_87004,28.139.186.134
rule_87005,149.231.143.56
rule_87006,31.153.14.239
rule_87007,15.149.98.72
rule_87008,154.39.66.44
rule_87009,127.233.188.234
rule_87010,81.121.13.62
rule_87011,12.195.88.88
rule_87012,12.232.133.232
rule_87013,65.10.146.72
rule_87014,101.24.17.220
rule_87015,50.45.182.196
rule_87016,36.147.2.97
rule_87017,184.249.249.164
rule_87018,164.171.122.70
rule_87019,68.154.114.243
rule_87020,143.195.117.187
rule_87021,62.42.121.63
rule_87022,10.126.184.3
rule_87023,119.79.183.160
rule_87024,119.223.199.140
rule_87025,55.117.229.244
rule_87026,117.234.182.62
rule_87027,43.119.45.68
rule_87028,111.52.233.73
rule_87029,101.122.104.153
rule_87030,122.253.222.54
rule_87031,96.154.21.254
rule_87032,184.174.125.35
rule_87033,80.81.67.29
rule_87034,124.166.70.176
rule_87035,41.116.24.220
rule_87036,138.46.159.169
rule_87037,185.76.157.83
rule_87038,112.116.136.233
rule_87039,150.186.138.136
rule_87040,130.54.7.187
rule_87041,127.186.26.57
rule_87042,22.152.4.11
rule_87043,141.131.216.154
rule_87044,139.187.166.96
rule_87045,176.156.191.83
rule_87046,34.55.61.224
rule_87047,143.76.154.240
rule_87048,98.104.7.198
rule_87049,79.211.240.17
rule_87050,32.178.241.84
rule_87051,84.34.44.153
rule_87052,65.220.146.3
rule_87053,150.174.104.30
rule_87054,59.96.202.227
rule_87055,112.86.220.250
rule_87056,96.53.101.39
rule_87057,105.2.155.203
rule_87058,63.222.6.140
rule_87059,182.105.82.201
rule_87060,54.75.153.42
rule_87061,188.36.206.104
rule_87062,68.46.181.36
rule_87063,75.109.51.178
rule_87064,42.235.236.69
rule_87065,82.224.78.218
rule_87066,155.169.121.68
rule_87067,39.77.148.163
rule_87068,132.59.141.107
rule_87069,180.54.41.213
rule_87070,112.161.85.126
rule_87071,137.72.112.119
rule_87072,46.37.73.181
rule_87073,117.194.107.68
rule_87074,110.234.88.99
rule_87075,82.22.242.164
rule_87076,174.231.119.138
rule_87077,134.88.160.71
rule_87078,181.143.97.221
rule_87079,95.174.160.79
rule_87080,98.83.33.5
rule_87081,29.205.23.214
rule_87082,187.5.103.144
rule_87083,24.208.150.189
rule_87084,86.182.86.148
rule_87085,73.3.123.249
rule_87086,112.13.3.102
rule_87087,55.77.92.42
rule_87088,130.155.153.32
rule_87089,19.56.134.134
rule_87090,173.194.50.186
rule_87091,64.95.68.8
rule_87092,182.44.167.229
rule_87093,169.151.83.2
rule_87094,128.3.6.9
rule_87095,170.13.253.220
rule_87096,62.122.209.171
rule_87097,33.9.136.40
rule_87098,46.100.166.69
rule_87099,68.8.189.251
rule_87100,15.41.139.30
rule_87101,87.49.244.65
rule_87102,68.58.9.17
rule_87103,13.141.9.106
rule_87104,31.193.206.213
rule_87105,171.249.120.33
rule_87106,12.34.236.149
rule_87107,174.34.32.103
rule_87108,138.101.118.169
rule_87109,162.246.49.96
rule_87110,34.50.215.126
rule_87111,143.194.226.185
rule_87112,163.124.18.221
rule_87113,55.207.225.112
rule_87114,45.130.93.144
rule_87115,55.26.247.57
rule_87116,124.3.245.161
rule_87117,167.238.83.151
rule_87118,59.68.6.239
rule_87119,57.243.223.89
rule_87120,47.163.130.165
rule_87121,111.139.126.238
rule_87122,126.89.205.96
rule_87123,176.162.96.247
rule_87124,51.66.81.84
rule_87125,170.70.196.239
rule_87126,107.37.254.57
rule_87127,123.67.223.192
rule_87128,22.167.44.58
rule_87129,111.75.75.181
rule_87130,67.111.246.202
rule_87131,76.209.93.168
rule_87132,71.75.123.82
rule_87133,171.131.118.195
rule_87134,66.141.99.95
rule_87135,175.250.113.103
rule_87136,111.31.112.217
rule_87137,30.116.252.29
rule_87138,173.245.96.210
rule_87139,30.62.249.218
rule_87140,121.144.243.175
rule_87141,187.101.222.222
rule_87142,158.44.220.178
rule_87143,96.108.251.224
rule_87144,48.180.246.232
rule_87145,92.67.224.168
rule_87146,173.221.14.202
rule_87147,175.87.50.16
rule_87148,61.74.31.159
rule_87149,110.17.156.15
rule_87150,103.242.145.82
rule_87151,49.57.128.165
rule_87152,145.60.83.118
rule_87153,87.178.169.77
rule_87154,108.71.189.97
rule_87155,57.21.17.120
rule_87156,17.4.105.224
rule_87157,190.4.72.165
rule_87158,19.3.154.150
rule_87159,39.170.35.121
rule_87160,38.159.25.236
rule_87161,187.243.114.168
rule_87162,21.250.47.177
rule_87163,121.216.221.75
rule_87164,13.220.85.56
rule_87165,119.59.199.172
rule_87166,73.151.75.3
rule_87167,148.64.125.107
rule_87168,133.52.75.175
rule_87169,134.134.232.50
rule_87170,143.96.61.152
rule_87171,53.194.216.129
rule_87172,152.198.213.22
rule_87173,116.164.2.8
rule_87174,79.247.90.207
rule_87175,43.3.152.17
rule_87176,26.184.4.195
rule_87177,18.11.16.112
rule_87178,84.208.201.83
rule_87179,189.138.218.248
rule_87180,136.85.127.113
rule_87181,140.215.130.170
rule_87182,160.205.54.202
rule_87183,80.224.143.133
rule_87184,44.120.198.82
rule_87185,22.58.244.221
rule_87186,25.230.79.160
rule_87187,44.47.167.109
rule_87188,39.66.48.226
rule_87189,69.162.203.245
rule_87190,132.234.182.67
rule_87191,60.73.184.49
rule_87192,60.52.95.80
rule_87193,182.161.172.7
rule_87194,175.76.151.245
rule_87195,175.162.131.187
rule_87196,143.201.108.31
rule_87197,53.14.157.140
rule_87198,73.37.58.210
rule_87199,18.13.155.246
rule_87200,172.248.25.157
rule_87201,94.214.254.245
rule_87202,88.157.206.24
rule_87203,81.49.97.246
rule_87204,85.106.66.201
rule_87205,59.213.117.231
rule_87206,89.200.143.167
rule_87207,35.60.112.208
rule_87208,76.24.124.178
rule_87209,53.185.47.95
rule_87210,173.185.40.207
rule_87211,10.234.124.14
rule_87212,75.183.1.106
rule_87213,84.120.41.136
rule_87214,21.234.112.243
rule_87215,21.144.209.122
rule_87216,39.153.36.139
rule_87217,143.165.200.217
rule_87218,90.4.244.207
rule_87219,80.121.133.128
rule_87220,70.23.133.241
rule_87221,133.196.14.108
rule_87222,67.170.146.132
rule_87223,120.178.48.123
rule_87224,80.15.119.139
rule_87225,45.216.72.62
rule_87226,156.53.64.210
rule_87227,22.243.177.219
rule_87228,57.253.31.145
rule_87229,110.18.140.245
rule_87230,44.77.7.189
rule_87231,150.3.167.246
rule_87232,41.83.21.20
rule_87233,26.188.220.3
rule_87234,183.54.252.63
rule_87235,176.13.17.187
rule_87236,33.65.250.76
rule_87237,98.126.200.38
rule_87238,158.234.134.151
rule_87239,189.209.39.86
rule_87240,78.242.136.92
rule_87241,154.164.243.149
rule_87242,91.50.128.119
rule_87243,41.129.227.215
rule_87244,115.128.146.234
rule_87245,23.222.213.107
rule_87246,83.72.41.10
rule_87247,10.244.81.32
rule_87248,91.61.214.92
rule_87249,33.216.253.88
rule_87250,118.174.233.125
rule_87251,90.196.114.213
rule_87252,52.23.55.204
rule_87253,171.175.229.122
rule_87254,182.6.174.199
rule_87255,150.192.132.35
rule_87256,136.253.118.125
rule_87257,94.47.124.200
rule_87258,105.74.24.181
rule_87259,48.203.254.77
rule_87260,21.160.171.148
rule_87261,152.175.186.241
rule_87262,148.95.151.87
rule_87263,24.171.198.34
rule_87264,30.212.108.125
rule_87265,81.108.153.182
rule_87266,37.136.61.241
rule_87267,170.173.183.193
rule_87268,26.108.59.240
rule_87269,24.125.248.54
rule_87270,141.183.232.20
rule_87271,106.139.19.182
rule_87272,10.247.45.112
rule_87273,21.19.98.152
rule_87274,181.224.147.185
rule_87275,149.36.152.15
rule_87276,84.186.152.198
rule_87277,92.204.188.99
rule_87278,35.221.245.215
rule_87279,58.155.24.2
rule_87280,131.250.177.166
rule_87281,40.65.10.55
rule_87282,191.159.124.141
rule_87283,138.251.56.252
rule_87284,145.244.197.73
rule_87285,78.144.178.197
rule_87286,87.68.245.95
rule_87287,34.9.191.180
rule_87288,113.123.161.252
rule_87289,163.234.65.85
rule_87290,127.137.94.81
rule_87291,13.164.80.114
rule_87292,85.223.130.123
rule_87293,191.115.218.59
rule_87294,96.99.198.51
rule_87295,144.74.234.114
rule_87296,58.58.94.143
rule_87297,105.201.174.138
rule_87298,86.112.147.62
rule_87299,87.32.56.23
rule_87300,27.245.121.187
rule_87301,47.113.232.155
rule_87302,160.43.104.17
rule_87303,137.170.252.25
rule_87304,83.16.28.101
rule_87305,68.36.225.41
rule_87306,68.6.115.207
rule_87307,41.240.160.83
rule_87308,114.124.81.171
rule_87309,83.86.78.94
rule_87310,49.253.105.250
rule_87311,19.39.124.191
rule_87312,15.12.145.118
rule_87313,177.120.87.93
rule_87314,147.110.142.35
rule_87315,166.230.70.73
rule_87316,126.77.53.55
rule_87317,42.27.222.82
rule_87318,150.148.231.239
rule_87319,78.86.240.131
rule_87320,30.36.47.224
rule_87321,131.163.174.172
rule_87322,63.66.112.40
rule_87323,78.95.247.50
rule_87324,47.128.105.236
rule_87325,155.32.100.217
rule_87326,56.160.220.146
rule_87327,32.143.161.3
rule_87328,20.147.136.155
rule_87329,164.163.21.200
rule_87330,58.208.195.27
rule_87331,110.25.158.11
rule_87332,56.51.18.46
rule_87333,154.190.172.74
rule_87334,110.44.106.190
rule_87335,161.252.173.16
rule_87336,33.134.28.213
rule_87337,125.23.222.204
rule_87338,31.126.230.140
rule_87339,180.191.82.32
rule_87340,84.39.143.119
rule_87341,82.65.170.200
rule_87342,95.103.100.79
rule_87343,149.44.44.188
rule_87344,59.107.58.125
rule_87345,12.28.50.214
rule_87346,24.33.3.204
rule_87347,14.44.103.102
rule_87348,85.60.44.26
rule_87349,66.236.195.58
rule_87350,170.162.63.149
rule_87351,71.238.81.135
rule_87352,27.201.111.63
rule_87353,28.147.194.71
rule_87354,148.153.73.119
rule_87355,148.63.147.149
rule_87356,187.58.143.150
rule_87357,47.175.210.233
rule_87358,64.116.27.164
rule_87359,39.48.242.117
rule_87360,164.210.205.212
rule_87361,51.211.206.116
rule_87362,177.69.157.92
rule_87363,128.98.124.95
rule_87364,65.253.118.171
rule_87365,89.81.26.43
rule_87366,153.110.37.206
rule_87367,72.148.235.36
rule_87368,189.80.218.61
rule_87369,157.136.248.253
rule_87370,112.56.214.44
rule_87371,46.36.202.234
rule_87372,79.100.106.41
rule_87373,169.82.164.42
rule_87374,65.138.152.197
rule_87375,176.192.78.157
rule_87376,120.141.154.12
rule_87377,96.107.240.6
rule_87378,109.174.89.118
rule_87379,26.160.236.223
rule_87380,29.183.229.122
rule_87381,15.3.219.252
rule_87382,127.158.22.195
rule_87383,39.106.25.214
rule_87384,79.84.169.170
rule_87385,159.23.11.111
rule_87386,64.159.22.152
rule_87387,34.220.183.244
rule_87388,136.64.227.113
rule_87389,78.218.65.112
rule_87390,16.51.220.201
rule_87391,136.175.160.150
rule_87392,113.218.102.213
rule_87393,159.180.56.33
rule_87394,78.86.13.253
rule_87395,50.10.74.206
rule_87396,34.214.167.29
rule_87397,121.27.66.202
rule_87398,61.11.237.119
rule_87399,107.133.187.182
rule_87400,129.187.64.78
rule_87401,47.24.52.170
rule_87402,122.52.165.169
rule_87403,180.228.94.246
rule_87404,173.227.123.49
rule_87405,115.113.237.162
rule_87406,155.26.90.168
rule_87407,129.131.49.86
rule_87408,175.6.134.128
rule_87409,190.146.214.166
rule_87410,186.64.197.115
rule_87411,48.116.69.118
rule_87412,42.152.172.226
rule_87413,88.183.146.166
rule_87414,147.186.13.70
rule_87415,148.228.131.105
rule_87416,44.211.102.168
rule_87417,106.177.191.183
rule_87418,10.135.13.213
rule_87419,102.126.20.137
rule_87420,115.202.199.52
rule_87421,46.224.16.80
rule_87422,38.34.24.128
rule_87423,127.207.175.8
rule_87424,33.9.65.71
rule_87425,122.4.224.153
rule_87426,168.86.24.18
rule_87427,187.199.147.103
rule_87428,128.194.6.220
rule_87429,136.254.117.10
rule_87430,191.182.122.141
rule_87431,162.171.147.69
rule_87432,55.155.187.193
rule_87433,27.59.10.27
rule_87434,127.46.94.120
rule_87435,50.93.242.97
rule_87436,69.166.60.16
rule_87437,136.43.143.136
rule_87438,33.147.55.170
rule_87439,172.245.247.83
rule_87440,81.252.139.64
rule_87441,82.17.149.134
rule_87442,51.3.13.67
rule_87443,20.67.178.28
rule_87444,40.114.77.120
rule_87445,162.206.150.62
rule_87446,23.121.245.175
rule_87447,102.222.231.90
rule_87448,37.25.26.39
rule_87449,154.76.205.88
rule_87450,97.11.164.232
rule_87451,55.80.75.157
rule_87452,44.145.44.181
rule_87453,178.216.199.35
rule_87454,51.94.226.213
rule_87455,133.212.2.209
rule_87456,167.72.1.188
rule_87457,81.108.41.6
rule_87458,49.80.9.32
rule_87459,61.143.98.170
rule_87460,95.25.45.132
rule_87461,116.60.142.107
rule_87462,100.104.100.169
rule_87463,154.57.123.146
rule_87464,118.225.43.217
rule_87465,53.183.82.204
rule_87466,170.38.252.79
rule_87467,84.188.13.136
rule_87468,26.4.239.252
rule_87469,137.163.202.72
rule_87470,120.191.36.246
rule_87471,44.80.149.90
rule_87472,36.148.50.154
rule_87473,52.172.15.50
rule_87474,184.176.68.99
rule_87475,29.217.21.16
rule_87476,88.178.41.226
rule_87477,73.126.99.184
rule_87478,68.128.128.84
rule_87479,27.166.29.181
rule_87480,116.69.201.100
rule_87481,135.6.108.206
rule_87482,175.130.82.173
rule_87483,88.238.4.138
rule_87484,152.43.187.224
rule_87485,121.59.176.14
rule_87486,92.216.206.67
rule_87487,57.185.43.177
rule_87488,120.73.159.39
rule_87489,186.30.91.72
rule_87490,106.126.65.201
rule_87491,138.181.20.103
rule_87492,191.236.40.174
rule_87493,157.201.174.155
rule_87494,125.162.134.129
rule_87495,74.20.129.224
rule_87496,158.151.124.105
rule_87497,91.16.38.42
rule_87498,95.165.239.82
rule_87499,155.230.31.113
rule_87500,146.60.251.134
rule_87501,71.17.234.179
rule_87502,81.203.156.77
rule_87503,139.147.61.90
rule_87504,120.231.13.208
rule_87505,120.66.77.190
rule_87506,19.99.251.53
rule_87507,80.124.230.114
rule_87508,63.20.64.160
rule_87509,143.134.127.216
rule_87510,41.159.88.106
rule_87511,127.22.243.218
rule_87512,167.6.120.193
rule_87513,138.228.195.176
rule_87514,27.2.49.231
rule_87515,76.101.47.220
rule_87516,31.250.225.11
rule_87517,71.124.169.177
rule_87518,44.234.100.81
rule_87519,14.232.203.237
rule_87520,135.32.248.95
rule_87521,142.61.185.110
rule_87522,165.13.10.25
rule_87523,85.1.115.213
rule_87524,184.171.241.56
rule_87525,88.225.211.79
rule_87526,143.72.239.40
rule_87527,111.74.69.153
rule_87528,41.186.41.177
rule_87529,73.13.109.181
rule_87530,182.219.7.229
rule_87531,153.122.189.183
rule_87532,51.123.9.251
rule_87533,12.92.19.123
rule_87534,143.205.155.161
rule_87535,117.157.179.119
rule_87536,131.65.236.238
rule_87537,24.137.12.7
rule_87538,127.71.27.168
rule_87539,56.196.240.152
rule_87540,120.19.105.190
rule_87541,14.4.193.122
rule_87542,172.152.226.28
rule_87543,132.46.93.208
rule_87544,30.187.21.118
rule_87545,190.252.66.19
rule_87546,32.35.96.25
rule_87547,137.120.71.186
rule_87548,90.16.190.80
rule_87549,114.6.209.41
rule_87550,105.92.207.41
rule_87551,103.240.123.10
rule_87552,184.152.149.233
rule_87553,189.225.61.127
rule_87554,180.99.164.174
rule_87555,73.147.54.93
rule_87556,152.189.94.172
rule_87557,135.9.41.160
rule_87558,148.200.10.67
rule_87559,26.168.160.186
rule_87560,13.243.52.145
rule_87561,167.198.168.242
rule_87562,148.203.81.234
rule_87563,20.138.210.187
rule_87564,153.207.163.170
rule_87565,49.138.23.151
rule_87566,142.243.34.152
rule_87567,43.80.61.111
rule_87568,89.176.208.141
rule_87569,82.51.169.216
rule_87570,102.154.249.225
rule_87571,163.82.150.206
rule_87572,22.49.207.121
rule_87573,170.124.26.166
rule_87574,111.230.44.63
rule_87575,64.160.113.1
rule_87576,81.65.108.2
rule_87577,127.70.152.226
rule_87578,144.164.254.43
rule_87579,78.123.69.247
rule_87580,146.136.206.12
rule_87581,159.26.221.249
rule_87582,133.152.89.70
rule_87583,47.176.97.183
rule_87584,47.237.150.223
rule_87585,96.248.164.127
rule_87586,164.136.190.52
rule_87587,170.231.121.208
rule_87588,172.159.123.154
rule_87589,160.5.176.80
rule_87590,33.190.170.12
rule_87591,81.55.69.249
rule_87592,91.132.48.253
rule_87593,163.147.155.232
rule_87594,11.74.42.111
rule_87595,160.51.201.91
rule_87596,178.244.16.239
rule_87597,26.168.120.198
rule_87598,147.219.84.22
rule_87599,168.30.50.10
rule_87600,184.50.95.141
rule_87601,125.121.139.100
rule_87602,96.196.54.205
rule_87603,126.66.4.215
rule_87604,145.186.152.211
rule_87605,38.113.239.136
rule_87606,30.236.59.121
rule_87607,187.203.37.241
rule_87608,170.126.104.146
rule_87609,150.246.207.44
rule_87610,138.156.142.63
rule_87611,65.22.224.37
rule_87612,68.171.157.166
rule_87613,137.53.171.42
rule_87614,182.232.129.206
rule_87615,66.136.84.146
rule_87616,161.111.209.28
rule_87617,163.190.221.46
rule_87618,89.66.75.244
rule_87619,33.71.111.180
rule_87620,130.166.59.63
rule_87621,78.180.230.126
rule_87622,166.238.135.154
rule_87623,161.115.196.167
rule_87624,142.163.35.36
rule_87625,176.25.226.111
rule_87626,189.141.120.29
rule_87627,60.106.214.59
rule_87628,177.252.152.168
rule_87629,82.90.151.110
rule_87630,185.2.157.200
rule_87631,41.2.88.109
rule_87632,135.92.5.179
rule_87633,108.167.72.70
rule_87634,56.159.157.30
rule_87635,64.120.217.133
rule_87636,63.231.241.246
rule_87637,58.215.159.226
rule_87638,32.62.83.252
rule_87639,69.104.118.185
rule_87640,30.182.161.166
rule_87641,157.82.163.25
rule_87642,30.123.99.14
rule_87643,49.185.200.108
rule_87644,167.110.168.32
rule_87645,17.197.191.179
rule_87646,173.150.181.198
rule_87647,42.113.176.121
rule_87648,94.56.63.42
rule_87649,16.242.153.214
rule_87650,178.54.51.64
rule_87651,45.17.196.8
rule_87652,69.140.95.147
rule_87653,65.241.195.29
rule_87654,65.208.178.201
rule_87655,131.205.132.127
rule_87656,91.240.45.216
rule_87657,186.114.11.128
rule_87658,77.204.3.174
rule_87659,69.47.146.37
rule_87660,20.43.4.43
rule_87661,51.53.240.65
rule_87662,123.201.254.157
rule_87663,65.137.172.122
rule_87664,96.58.134.253
rule_87665,88.21.202.251
rule_87666,30.61.157.16
rule_87667,171.155.53.49
rule_87668,149.141.122.150
rule_87669,61.168.54.228
rule_87670,46.253.109.53
rule_87671,112.198.9.22
rule_87672,27.81.239.172
rule_87673,64.188.210.38
rule_87674,97.28.53.215
rule_87675,40.43.130.201
rule_87676,25.133.92.174
rule_87677,88.39.110.251
rule_87678,57.131.102.81
rule_87679,48.49.179.216
rule_87680,10.165.83.193
rule_87681,69.168.254.102
rule_87682,16.46.103.237
rule_87683,92.17.181.50
rule_87684,89.205.195.163
rule_87685,94.207.170.10
rule_87686,39.55.192.99
rule_87687,79.19.27.213
rule_87688,95.205.221.158
rule_87689,52.250.52.87
rule_87690,104.170.244.247
rule_87691,90.61.60.126
rule_87692,116.238.142.107
rule_87693,54.112.47.117
rule_87694,174.107.110.220
rule_87695,170.218.95.237
rule_87696,143.132.14.196
rule_87697,69.9.124.219
rule_87698,140.172.26.151
rule_87699,117.62.187.125
rule_87700,10.148.91.169
rule_87701,68.198.31.229
rule_87702,78.216.139.157
rule_87703,166.97.253.56
rule_87704,93.43.214.36
rule_87705,121.81.212.179
rule_87706,135.137.82.131
rule_87707,55.105.136.240
rule_87708,18.184.154.9
rule_87709,179.172.74.96
rule_87710,139.141.202.144
rule_87711,115.150.229.69
rule_87712,191.66.103.73
rule_87713,91.97.53.119
rule_87714,63.84.98.155
rule_87715,77.80.249.61
rule_87716,15.177.50.139
rule_87717,165.97.243.241
rule_87718,48.247.229.212
rule_87719,109.186.163.51
rule_87720,159.62.166.236
rule_87721,191.66.162.131
rule_87722,144.32.211.125
rule_87723,116.192.228.120
rule_87724,173.153.234.241
rule_87725,191.179.154.152
rule_87726,31.176.171.83
rule_87727,69.34.30.133
rule_87728,46.154.169.208
rule_87729,105.118.152.40
rule_87730,40.120.184.49
rule_87731,81.76.195.86
rule_87732,151.39.3.191
rule_87733,25.94.175.191
rule_87734,31.51.51.82
rule_87735,168.216.155.138
rule_87736,58.44.232.197
rule_87737,14.133.118.17
rule_87738,153.37.203.172
rule_87739,106.79.194.212
rule_87740,67.26.91.16
rule_87741,68.238.242.5
rule_87742,37.85.237.80
rule_87743,157.28.175.111
